Event	ID	Name			Wwise Object Path	Notes
	288751377	Play_reg_logo_slide_out			\Registration Screen\Play_reg_logo_slide_out	
	533777344	Play_reg_ui_major_musical			\Registration Screen\Play_reg_ui_major_musical	
	909248905	Play_reg_ui_back			\Registration Screen\Play_reg_ui_back	
	1022995255	Play_reg_ui_major			\Registration Screen\Play_reg_ui_major	
	1373628539	Play_reg_ui_object_appear			\Registration Screen\Play_reg_ui_object_appear	
	1451008834	Play_leaves_around_player			\Registration Screen\Play_leaves_around_player	
	1565260793	Play_RegScreen_forest_loop			\Registration Screen\Play_RegScreen_forest_loop	
	1668784474	Stop_RegScreen_Tone_Loop			\Registration Screen\Stop_RegScreen_Tone_Loop	
	2150638128	Play_reg_logo_pop_in			\Registration Screen\Play_reg_logo_pop_in	
	2596625616	Play_RegScreen_Tone_Loop			\Registration Screen\Play_RegScreen_Tone_Loop	
	2916088971	Stop_RegScreen_forest_loop			\Registration Screen\Stop_RegScreen_forest_loop	
	2922429955	Play_reg_ui_standard_key_delete			\Registration Screen\Play_reg_ui_standard_key_delete	
	3733531975	Play_reg_ui_standard_key			\Registration Screen\Play_reg_ui_standard_key	
	4018149672	Stop_leaves_around_player			\Registration Screen\Stop_leaves_around_player	
	4076483622	Play_reg_ui_navigation			\Registration Screen\Play_reg_ui_navigation	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	148829716	tt_logo_reveal_long2	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_logo_reveal_long2_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\SFX\reg_logo_pop_in\tt_logo_reveal_long2		2422232
	157254837	att_ui_registration_navigation_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_navigation_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_navigation\att_ui_registration_navigation_01		78992
	213032556	tt_amb_tree_leaf_falls_25	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_25_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_25		119272
	235328746	att_ui_registration_major_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major_musical\att_ui_registration_major_03		145944
	253458747	tt_amb_tree_leaf_falls_14	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_14_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_14		128624
	275578782	att_ui_registration_major_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major_musical\att_ui_registration_major_02		149612
	287052383	tt_amb_tree_leaf_falls_17	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_17_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_17		108864
	297134275	att_ui_registration_major_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major_musical\att_ui_registration_major_04		164092
	308104036	tt_logo_slide_out_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_logo_slide_out_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\SFX\reg_logo_slide_out\tt_logo_slide_out_02		391724
	332167484	att_ui_registration_standard_key_delete_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_delete_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key_delete\att_ui_registration_standard_key_delete_03		45314
	345190500	att_ui_restration_ui_object_appear_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_restration_ui_object_appear_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_object_appear\att_ui_restration_ui_object_appear_02		141332
	347229564	att_ui_registration_standard_key_06	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_06_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_06		32188
	359788284	att_ambience_registration_screen__forest_loop_ambix	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ambience_registration_screen__forest_loop_ambix_181A13A0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\att_ambience_registration_screen__forest_loop_ambix		31102368
	363361512	att_ui_registration_back_05	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_back_05_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_back\att_ui_registration_back_05		49952
	390522268	tt_amb_tree_leaf_falls_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_03		56880
	405462551	tt_amb_tree_leaf_falls_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_01		93040
	406242983	tt_amb_tree_leaf_falls_28	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_28_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_28		123740
	406837196	tt_logo_slide_out_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_logo_slide_out_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\SFX\reg_logo_slide_out\tt_logo_slide_out_01		200156
	427038453	att_ui_registration_major_musical_05	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_musical_05_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major\att_ui_registration_major_musical_05		132132
	451226223	tt_amb_tree_leaf_falls_24	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_24_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_24		160284
	464897625	tt_amb_tree_leaf_falls_12	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_12_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_12		83800
	468718963	att_ui_registration_standard_key_delete_05	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_delete_05_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key_delete\att_ui_registration_standard_key_delete_05		44414
	470463627	tt_amb_tree_leaf_falls_23	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_23_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_23		105728
	488268356	tt_amb_tree_leaf_falls_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_02		112724
	579470403	tt_amb_tree_leaf_falls_11	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_11_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_11		39836
	580266615	att_ui_registration_standard_key_delete_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_delete_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key_delete\att_ui_registration_standard_key_delete_04		41560
	596626826	tt_amb_tree_leaf_falls_21	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_21_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_21		132728
	614395608	tt_amb_tree_leaf_falls_27	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_27_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_27		153168
	623512745	att_ui_registration_standard_key_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_03		45414
	633364695	att_ui_registration_standard_key_delete_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_delete_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key_delete\att_ui_registration_standard_key_delete_02		36696
	646965557	att_ui_registration_standard_key_delete_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_delete_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key_delete\att_ui_registration_standard_key_delete_01		53592
	650307765	att_ui_registration_major_musical_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_musical_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major\att_ui_registration_major_musical_02		153352
	682262617	att_ui_registration_back_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_back_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_back\att_ui_registration_back_01		39382
	698994710	tt_amb_tree_leaf_falls_05	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_05_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_05		43492
	706731233	att_ui_registration_navigation_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_navigation_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_navigation\att_ui_registration_navigation_04		83542
	723097060	att_ui_registration_back_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_back_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_back\att_ui_registration_back_03		32170
	727595488	att_ui_registration_standard_key_08	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_08_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_08		38684
	736484299	tt_amb_tree_leaf_falls_13	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_13_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_13		97552
	737610569	tt_amb_tree_leaf_falls_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_04		43308
	738601712	att_ui_registration_standard_key_09	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_09_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_09		36988
	773843951	att_ui_registration_standard_key_10	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_10_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_10		42946
	774872623	tt_amb_tree_leaf_falls_07	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_07_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_07		48276
	818014190	att_ui_restration_ui_object_appear_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_restration_ui_object_appear_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_object_appear\att_ui_restration_ui_object_appear_01		172232
	821044629	tt_amb_tree_leaf_falls_26	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_26_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_26		134888
	835075790	att_ambience_registration_screen_tone_loop-glued	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ambience_registration_screen_tone_loop-glued_181A13A0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\att_ambience_registration_screen_tone_loop-glued		1791544
	839364939	tt_amb_tree_leaf_falls_22	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_22_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_22		107160
	840303243	att_ui_registration_major_musical_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_musical_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major\att_ui_registration_major_musical_03		141586
	841021597	att_ui_registration_back_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_back_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_back\att_ui_registration_back_02		37786
	845898115	att_ui_registration_navigation_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_navigation_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_navigation\att_ui_registration_navigation_03		85906
	847188265	att_ui_registration_major_musical_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_musical_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major\att_ui_registration_major_musical_04		127366
	861668974	att_ui_restration_ui_object_appear_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_restration_ui_object_appear_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_object_appear\att_ui_restration_ui_object_appear_03		147732
	867858755	att_ui_registration_major_01	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_01_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major_musical\att_ui_registration_major_01		210300
	872060863	att_ui_registration_standard_key_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_02		41660
	883455739	att_ui_registration_back_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_back_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_back\att_ui_registration_back_04		38210
	961846883	tt_amb_tree_leaf_falls_20	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_20_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_20		84164
	980475886	tt_logo_slide_out_03	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_logo_slide_out_03_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\SFX\reg_logo_slide_out\tt_logo_slide_out_03		415540
	994892006	tt_amb_tree_leaf_falls_31	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_31_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_31		144068
	1002246355	tt_amb_tree_leaf_falls_16	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_16_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_16		130736
	1029141049	tt_amb_tree_leaf_falls_30	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_30_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_30		120764
	1032869841	att_ui_registration_navigation_05	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_navigation_05_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_navigation\att_ui_registration_navigation_05		80054
	1034960980	att_ui_registration_major_05	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_major_05_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_major_musical\att_ui_registration_major_05		155934
	1040934545	tt_amb_tree_leaf_falls_06	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_06_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_06		44776
	1044358259	tt_amb_tree_leaf_falls_19	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_19_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_19		134924
	1053738885	att_ui_registration_navigation_02	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_navigation_02_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_navigation\att_ui_registration_navigation_02		86598
	1056054200	att_ui_registration_standard_key_04	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\att_ui_registration_standard_key_04_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\UI\reg_ui_standard_key\att_ui_registration_standard_key_04		34750
	1069176787	tt_amb_tree_leaf_falls_29	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_29_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_29		192080
	1070730887	tt_amb_tree_leaf_falls_09	V:\A Township Tale Audio\A Township Tale_WwiseProject\.cache\Windows\SFX\tt_amb_tree_leaf_falls_09_CA0198D6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Registration Screen Audio\Ambience\leaves_around_player\tt_amb_tree_leaf_falls_09		48696

